index,Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,source
,HepG2,Live/Dead,ZnO,24,100,13.7332281,364,16.3,2.272727273,2.545,-0.7618,1.35,additional
,HepG2,Live/Dead,ZnO,24,0,100.2052092,409,-13.1,2.272727273,2.545,-0.7618,1.35,additional
,HepG2,Live/Dead,ZnO,24,5,94.71191792,409,-13.1,2.272727273,2.545,-0.7618,1.35,additional
,HepG2,Live/Dead,ZnO,24,10,94.33307024,409,-13.1,2.272727273,2.545,-0.7618,1.35,additional
,HepG2,Live/Dead,ZnO,24,20,94.617206,409,-13.1,2.272727273,2.545,-0.7618,1.35,additional
,HepG2,Live/Dead,ZnO,24,50,84.5777427,409,-13.1,2.272727273,2.545,-0.7618,1.35,additional
,HepG2,Live/Dead,ZnO,24,100,84.00947119,409,-13.1,2.272727273,2.545,-0.7618,1.35,additional
,Caco-2,CCK-8,ZnO,24,128,8.41958042,1100,15,2.272727273,2.545,-0.7618,1.35,additional
,HepG2,CCK-8,ZnO,24,128,5.090909091,1100,15,2.272727273,2.545,-0.7618,1.35,additional
,Caco-2,NRU,ZnO,24,128,24.95978552,1100,15,2.272727273,2.545,-0.7618,1.35,additional
,HepG2,NRU,ZnO,24,128,7.131367292,1100,15,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,24,20,94.42424242,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,24,40,93.33333333,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,24,60,95.39393939,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,24,80,96.12121212,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,24,100,91.15151515,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,48,20,90.18181818,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,48,40,86.42424242,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,48,60,88.24242424,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,48,80,82.42424242,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,48,100,82.90909091,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,72,20,86.54545455,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,72,40,75.27272727,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,72,60,77.45454545,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,72,80,76.60606061,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,L929,MTT,ZnO,72,100,74.54545455,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,24,20,83.07692308,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,24,40,87.33727811,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,24,60,87.4556213,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,24,80,88.87573964,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,24,100,84.49704142,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,48,20,76.44970414,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,48,40,74.43786982,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,48,60,72.07100592,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,48,80,72.78106509,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,48,100,64.9704142,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,72,20,70.41420118,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,72,40,68.28402367,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,72,60,66.03550296,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,72,80,63.66863905,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,MCF-7,MTT,ZnO,72,100,52.18934911,40,-52,2.272727273,2.545,-0.7618,1.35,additional
,A431,MTS,Au,3,1.539609515,97.51461988,14,-30.53,0,1.93,0.7996,1.6,additional
,A431,MTS,Au,3,3.188427439,97.07602339,14,-30.53,0,1.93,0.7996,1.6,additional
,A431,MTS,Au,3,6.347096588,94.73684211,14,-30.53,0,1.93,0.7996,1.6,additional
,A431,MTS,Au,3,12.26586386,88.59649123,14,-30.53,0,1.93,0.7996,1.6,additional
,A431,MTS,Au,3,25.40177656,82.30994152,14,-30.53,0,1.93,0.7996,1.6,additional
,A431,MTS,Au,3,49.7404357,76.02339181,14,-30.53,0,1.93,0.7996,1.6,additional
,A431,MTS,Au,24,1.548230346,114.742268,14,-30.53,0,1.93,0.7996,1.6,additional
,A431,MTS,Au,24,3.26738491,115.0515464,14,-30.53,0,1.93,0.7996,1.6,additional
,A431,MTS,Au,24,6.283567402,102.6804124,14,-30.53,0,1.93,0.7996,1.6,additional
,A431,MTS,Au,24,12.55031738,56.28865979,14,-30.53,0,1.93,0.7996,1.6,additional
,A431,MTS,Au,24,25.0670449,22.57731959,14,-30.53,0,1.93,0.7996,1.6,additional
,HK-2,MTS,Au,3,1.559549105,102.6315789,14,-30.53,0,1.93,0.7996,1.6,additional
,HK-2,MTS,Au,3,3.158835158,107.1710526,14,-30.53,0,1.93,0.7996,1.6,additional
,HK-2,MTS,Au,3,6.152130568,104.2105263,14,-30.53,0,1.93,0.7996,1.6,additional
,HK-2,MTS,Au,3,12.57007151,115.6578947,14,-30.53,0,1.93,0.7996,1.6,additional
,HK-2,MTS,Au,3,25.57159427,127.6973684,14,-30.53,0,1.93,0.7996,1.6,additional
,HK-2,MTS,Au,3,50.89992283,122.9605263,14,-30.53,0,1.93,0.7996,1.6,additional
,HK-2,MTS,Au,24,1.510443476,124.535809,14,-30.53,0,1.93,0.7996,1.6,additional
,HK-2,MTS,Au,24,3.16227766,121.1538462,14,-30.53,0,1.93,0.7996,1.6,additional
,HK-2,MTS,Au,24,6.15430626,78.18302387,14,-30.53,0,1.93,0.7996,1.6,additional
,HK-2,MTS,Au,24,12.02884367,40.58355438,14,-30.53,0,1.93,0.7996,1.6,additional
,HK-2,MTS,Au,24,24.54287148,5.769230769,14,-30.53,0,1.93,0.7996,1.6,additional
0,PC12,MTT,SiO2,12,1.95,113.67,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
1,PC12,MTT,SiO2,12,3.9,97.265,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
2,PC12,MTT,SiO2,12,7.8,108.73,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
3,PC12,MTT,SiO2,12,15.6,98.451,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
4,PC12,MTT,SiO2,12,31.2,98.056,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
5,PC12,MTT,SiO2,12,62.5,100.43,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
6,PC12,MTT,SiO2,12,125,95.881,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
7,PC12,MTT,SiO2,12,250,79.473,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
8,PC12,MTT,SiO2,12,500,94.893,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
9,PC12,MTT,SiO2,12,1000,79.275,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
10,PC12,MTT,SiO2,24,1.95,105.21,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
11,PC12,MTT,SiO2,24,3.9,120.85,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
12,PC12,MTT,SiO2,24,7.8,117.25,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
13,PC12,MTT,SiO2,24,15.6,106.06,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
14,PC12,MTT,SiO2,24,31.2,84.93,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
15,PC12,MTT,SiO2,24,62.5,96.127,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
16,PC12,MTT,SiO2,24,125,94.225,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
17,PC12,MTT,SiO2,24,250,103.94,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
18,PC12,MTT,SiO2,24,500,79.014,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
19,PC12,MTT,SiO2,24,1000,63.803,386.9,-35.9,7.407407407,2.926666667,-1.2,1.1,original
20,PC12,MTT,SiO2,12,1.95,97.463,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
21,PC12,MTT,SiO2,12,3.9,95.486,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
22,PC12,MTT,SiO2,12,7.8,89.951,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
23,PC12,MTT,SiO2,12,15.6,105.96,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
24,PC12,MTT,SiO2,12,31.2,95.091,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
25,PC12,MTT,SiO2,12,62.5,96.474,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
26,PC12,MTT,SiO2,12,125,94.3,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
27,PC12,MTT,SiO2,12,250,72.356,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
28,PC12,MTT,SiO2,12,500,70.774,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
29,PC12,MTT,SiO2,12,1000,71.763,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
30,PC12,MTT,SiO2,24,1.95,103.52,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
31,PC12,MTT,SiO2,24,3.9,96.761,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
32,PC12,MTT,SiO2,24,7.8,109.86,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
33,PC12,MTT,SiO2,24,15.6,122.75,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
34,PC12,MTT,SiO2,24,31.2,104.58,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
35,PC12,MTT,SiO2,24,62.5,118.73,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
36,PC12,MTT,SiO2,24,125,94.648,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
37,PC12,MTT,SiO2,24,250,103.1,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
38,PC12,MTT,SiO2,24,500,105.63,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
39,PC12,MTT,SiO2,24,1000,80.493,375.4,-26.8,7.407407407,2.926666667,-1.2,1.1,original
40,PC12,MTT,SiO2,12,1.95,120,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
41,PC12,MTT,SiO2,12,3.9,119.41,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
42,PC12,MTT,SiO2,12,7.8,109.52,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
43,PC12,MTT,SiO2,12,15.6,111.3,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
44,PC12,MTT,SiO2,12,31.2,114.86,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
45,PC12,MTT,SiO2,12,62.5,116.05,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
46,PC12,MTT,SiO2,12,125,106.95,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
47,PC12,MTT,SiO2,12,250,73.74,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
48,PC12,MTT,SiO2,12,500,93.904,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
49,PC12,MTT,SiO2,12,1000,76.31,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
50,PC12,MTT,SiO2,24,1.95,104.15,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
51,PC12,MTT,SiO2,24,3.9,102.89,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
52,PC12,MTT,SiO2,24,7.8,102.04,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
53,PC12,MTT,SiO2,24,15.6,94.225,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
54,PC12,MTT,SiO2,24,31.2,90.423,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
55,PC12,MTT,SiO2,24,62.5,91.056,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
56,PC12,MTT,SiO2,24,125,100.77,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
57,PC12,MTT,SiO2,24,250,96.761,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
58,PC12,MTT,SiO2,24,500,103.94,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
59,PC12,MTT,SiO2,24,1000,85.775,437,21.7,7.407407407,2.926666667,-1.2,1.1,original
60,RAW264.7,CellTiterBlue,SiO2,24,1,107.59,10,-27,7.407407407,2.926666667,-1.2,1.1,original
61,RAW264.7,CellTiterBlue,SiO2,24,10,100.81,10,-27,7.407407407,2.926666667,-1.2,1.1,original
62,RAW264.7,CellTiterBlue,SiO2,24,100,70.11,10,-27,7.407407407,2.926666667,-1.2,1.1,original
63,RAW264.7,CellTiterBlue,SiO2,24,1000,22.617,10,-27,7.407407407,2.926666667,-1.2,1.1,original
64,RAW264.7,XTT,SiO2,24,1,123.42,10,-27,7.407407407,2.926666667,-1.2,1.1,original
65,RAW264.7,XTT,SiO2,24,10,114.38,10,-27,7.407407407,2.926666667,-1.2,1.1,original
66,RAW264.7,XTT,SiO2,24,100,82.714,10,-27,7.407407407,2.926666667,-1.2,1.1,original
67,RAW264.7,XTT,SiO2,24,1000,25.525,10,-27,7.407407407,2.926666667,-1.2,1.1,original
68,RAW264.7,LDH,SiO2,24,1,4.5234,10,-27,7.407407407,2.926666667,-1.2,1.1,original
69,RAW264.7,LDH,SiO2,24,10,6.1389,10,-27,7.407407407,2.926666667,-1.2,1.1,original
70,RAW264.7,LDH,SiO2,24,100,22.294,10,-27,7.407407407,2.926666667,-1.2,1.1,original
71,RAW264.7,LDH,SiO2,24,1000,69.467,10,-27,7.407407407,2.926666667,-1.2,1.1,original
72,RAW264.7,Live/Dead,SiO2,24,1,95.315,10,-27,7.407407407,2.926666667,-1.2,1.1,original
73,RAW264.7,Live/Dead,SiO2,24,10,86.268,10,-27,7.407407407,2.926666667,-1.2,1.1,original
74,RAW264.7,Live/Dead,SiO2,24,100,69.467,10,-27,7.407407407,2.926666667,-1.2,1.1,original
75,RAW264.7,Live/Dead,SiO2,24,1000,9.6931,10,-27,7.407407407,2.926666667,-1.2,1.1,original
76,RAW264.7,Live/Dead,SiO2,24,1,94.023,10,-27,7.407407407,2.926666667,-1.2,1.1,original
77,RAW264.7,Live/Dead,SiO2,24,10,91.761,10,-27,7.407407407,2.926666667,-1.2,1.1,original
78,RAW264.7,Live/Dead,SiO2,24,100,71.729,10,-27,7.407407407,2.926666667,-1.2,1.1,original
79,RAW264.7,Live/Dead,SiO2,24,1000,44.265,10,-27,7.407407407,2.926666667,-1.2,1.1,original
80,VERO,MTT,Fe3O4,24,100,102,18,7.36,2.93255132,2.75,-0.239,1.4,original
81,VERO,MTT,Fe3O4,24,200,105.08,18,3.51,2.93255132,2.75,-0.239,1.4,original
82,VERO,MTT,Fe3O4,24,300,100,18,-5.3,2.93255132,2.75,-0.239,1.4,original
83,VERO,MTT,Fe3O4,24,400,100,18,20.02,2.93255132,2.75,-0.239,1.4,original
84,VERO,MTT,Fe3O4,24,500,80,18,-24.5,2.93255132,2.75,-0.239,1.4,original
85,MDCK,MTT,Fe3O4,24,100,101.97,18,7.36,2.93255132,2.75,-0.239,1.4,original
86,MDCK,MTT,Fe3O4,24,200,115.09,18,-13,2.93255132,2.75,-0.239,1.4,original
87,MDCK,MTT,Fe3O4,24,300,115.09,18,-2.85,2.93255132,2.75,-0.239,1.4,original
88,MDCK,MTT,Fe3O4,24,400,100.1,18,20.02,2.93255132,2.75,-0.239,1.4,original
89,MDCK,MTT,Fe3O4,24,500,118.08,18,-4.065,2.93255132,2.75,-0.239,1.4,original
90,MDCK,MTT,Fe3O4,24,100,80,18,8.29,2.93255132,2.75,-0.239,1.4,original
91,MDCK,MTT,Fe3O4,24,200,75.077,18,-23.52,2.93255132,2.75,-0.239,1.4,original
92,MDCK,MTT,Fe3O4,24,300,50,18,-41.77,2.93255132,2.75,-0.239,1.4,original
93,MDCK,MTT,Fe3O4,24,400,38,18,-38.62,2.93255132,2.75,-0.239,1.4,original
94,MDCK,MTT,Fe3O4,24,500,34.923,18,-30.62,2.93255132,2.75,-0.239,1.4,original
95,MDCK,MTT,Fe3O4,24,100,89.986,18,-22.73,2.93255132,2.75,-0.239,1.4,original
96,MDCK,MTT,Fe3O4,24,200,80.245,18,-23.52,2.93255132,2.75,-0.239,1.4,original
97,MDCK,MTT,Fe3O4,24,300,31.916,18,-41.77,2.93255132,2.75,-0.239,1.4,original
98,MDCK,MTT,Fe3O4,24,400,30.043,18,-38.62,2.93255132,2.75,-0.239,1.4,original
99,MDCK,MTT,Fe3O4,24,500,30.043,18,-30.62,2.93255132,2.75,-0.239,1.4,original
100,Caco-2,CellTiterBlue,Ag,24,100,162.02,5,-8.72,0,1.93,0.7996,1.6,original
101,Caco-2,CellTiterBlue,Ag,24,1,87.472,60,-51.9,0,1.93,0.7996,1.6,original
102,Caco-2,CellTiterBlue,Ag,24,10,61.197,60,-51.9,0,1.93,0.7996,1.6,original
103,Caco-2,CellTiterBlue,Ag,24,20,51.774,60,-51.9,0,1.93,0.7996,1.6,original
104,Caco-2,CellTiterBlue,Ag,24,50,44.9,60,-51.9,0,1.93,0.7996,1.6,original
105,Caco-2,CellTiterBlue,Ag,3,125,95.027,75,71.7,0,1.93,0.7996,1.6,original
106,Caco-2,CellTiterBlue,Ag,3,250,106.05,75,71.7,0,1.93,0.7996,1.6,original
107,Caco-2,CellTiterBlue,Ag,3,500,74.757,75,71.7,0,1.93,0.7996,1.6,original
108,Caco-2,CellTiterBlue,Ag,3,1000,49.297,75,71.7,0,1.93,0.7996,1.6,original
109,Caco-2,CellTiterBlue,Ag,3,125,91.304,75,71.7,0,1.93,0.7996,1.6,original
110,Caco-2,CellTiterBlue,Ag,3,250,90.261,75,71.7,0,1.93,0.7996,1.6,original
111,Caco-2,CellTiterBlue,Ag,3,500,78.957,75,71.7,0,1.93,0.7996,1.6,original
112,Caco-2,CellTiterBlue,Ag,3,1000,65.565,75,71.7,0,1.93,0.7996,1.6,original
113,Caco-2,CellTiterBlue,Ag,24,0.5,88.907,18.4,26.4,0,1.93,0.7996,1.6,original
114,Caco-2,CellTiterBlue,Ag,24,1,89.723,18.4,26.4,0,1.93,0.7996,1.6,original
115,Caco-2,CellTiterBlue,Ag,24,5,93.312,18.4,-18,0,1.93,0.7996,1.6,original
116,Caco-2,CellTiterBlue,Ag,24,10,91.517,18.4,-17.92,0,1.93,0.7996,1.6,original
117,Caco-2,CellTiterBlue,Ag,24,50,80.914,18.4,8.29,0,1.93,0.7996,1.6,original
118,Caco-2,CellTiterBlue,Ag,24,100,74.388,18.4,-7.6,0,1.93,0.7996,1.6,original
119,Caco-2,CellTiterBlue,Ag,24,0.5,88.699,326.5,-23.5,0,1.93,0.7996,1.6,original
120,Caco-2,CellTiterBlue,Ag,24,1,87.158,326.5,-23.5,0,1.93,0.7996,1.6,original
121,Caco-2,CellTiterBlue,Ag,24,5,86.473,326.5,-23.5,0,1.93,0.7996,1.6,original
122,Caco-2,CellTiterBlue,Ag,24,10,90.925,326.5,-23.5,0,1.93,0.7996,1.6,original
123,Caco-2,CellTiterBlue,Ag,24,50,88.014,326.5,-23.5,0,1.93,0.7996,1.6,original
124,Caco-2,CellTiterBlue,Ag,24,100,85.616,326.5,-23.5,0,1.93,0.7996,1.6,original
125,Caco-2,CellTiterBlue,Ag,24,0.5,87.873,274.1,-27.7,0,1.93,0.7996,1.6,original
126,Caco-2,CellTiterBlue,Ag,24,1,86.455,274.1,-27.7,0,1.93,0.7996,1.6,original
127,Caco-2,CellTiterBlue,Ag,24,5,83.445,274.1,-27.7,0,1.93,0.7996,1.6,original
128,Caco-2,CellTiterBlue,Ag,24,10,91.639,274.1,-27.7,0,1.93,0.7996,1.6,original
129,Caco-2,CellTiterBlue,Ag,24,50,85.786,274.1,-27.7,0,1.93,0.7996,1.6,original
130,A549,MTT,Fe3O4,24,100,84.114,274.1,-27.7,2.93255132,2.75,-0.239,1.4,original
131,A549,MTT,Fe3O4,48,0.5,105.22,18.4,-39.55,2.93255132,2.75,-0.239,1.4,original
132,A549,MTT,Fe3O4,48,1,96.9,18.4,-17.1,2.93255132,2.75,-0.239,1.4,original
133,A549,NRU,Fe3O4,48,5,94.29,18.4,-17.1,2.93255132,2.75,-0.239,1.4,original
134,A549,NRU,Fe3O4,48,10,89.886,18.4,-15.91,2.93255132,2.75,-0.239,1.4,original
135,A549,NRU,Fe3O4,48,50,86.949,18.4,-8.72,2.93255132,2.75,-0.239,1.4,original
136,KEC,MTS,Ag,48,100,82.545,18.4,-8.72,0,1.93,0.7996,1.6,original
137,KEC,MTS,Ag,48,0.5,98.288,326.5,-23.5,0,1.93,0.7996,1.6,original
138,KEC,MTS,Ag,48,1,99.144,326.5,-23.5,0,1.93,0.7996,1.6,original
139,KEC,MTS,Ag,48,5,93.151,326.5,-23.5,0,1.93,0.7996,1.6,original
140,KEC,MTS,Ag,48,10,92.979,326.5,-23.5,0,1.93,0.7996,1.6,original
141,KEC,MTS,Ag,48,50,88.87,326.5,-23.5,0,1.93,0.7996,1.6,original
142,KEC,MTS,Ag,48,100,86.473,326.5,-23.5,0,1.93,0.7996,1.6,original
143,KEC,MTS,Ag,48,0.5,93.144,274.1,-27.7,0,1.93,0.7996,1.6,original
144,KEC,MTS,Ag,48,1,87.793,274.1,-27.7,0,1.93,0.7996,1.6,original
145,KEC,MTS,Ag,48,5,88.629,274.1,-27.7,0,1.93,0.7996,1.6,original
146,KEC,MTS,Ag,48,10,90.301,274.1,-27.7,0,1.93,0.7996,1.6,original
147,KEC,MTS,Ag,48,50,85.786,274.1,-27.7,0,1.93,0.7996,1.6,original
148,KEC,MTS,Ag,48,100,83.445,274.1,-27.7,0,1.93,0.7996,1.6,original
149,KEC,MTS,Ag,24,0.5,96.743,326.5,-23.5,0,1.93,0.7996,1.6,original
150,KEC,MTS,Ag,24,1,83.225,326.5,-23.5,0,1.93,0.7996,1.6,original
151,KEC,MTS,Ag,24,5,82.573,326.5,-23.5,0,1.93,0.7996,1.6,original
152,A431,MTT,TiO2,24,10,80.945,326.5,-23.5,5.369127517,2.806666667,-0.93,1.4,original
153,A431,MTT,TiO2,24,50,80.945,326.5,-23.5,5.369127517,2.806666667,-0.93,1.4,original
154,A431,MTT,TiO2,24,100,79.316,326.5,-23.5,5.369127517,2.806666667,-0.93,1.4,original
155,A431,MTT,TiO2,24,0.5,96.743,274.1,-27.7,5.369127517,2.806666667,-0.93,1.4,original
156,A431,MTT,TiO2,24,1,82.573,274.1,-27.7,5.369127517,2.806666667,-0.93,1.4,original
157,A431,MTT,TiO2,24,5,76.873,274.1,-27.7,5.369127517,2.806666667,-0.93,1.4,original
158,A431,MTT,TiO2,24,10,76.873,274.1,-27.7,5.369127517,2.806666667,-0.93,1.4,original
159,A431,MTT,TiO2,24,50,91.205,274.1,-27.7,5.369127517,2.806666667,-0.93,1.4,original
160,A431,MTT,TiO2,24,100,91.205,274.1,-27.7,5.369127517,2.806666667,-0.93,1.4,original
161,A431,MTT,TiO2,72,0.036,80.385,145.45,15.05,5.369127517,2.806666667,-0.93,1.4,original
162,A431,MTT,TiO2,72,0.072,72.957,5.5,-23.415,5.369127517,2.806666667,-0.93,1.4,original
163,A431,MTT,TiO2,72,0.18,56.616,67.35,28.1,5.369127517,2.806666667,-0.93,1.4,original
164,A431,MTT,TiO2,72,0.36,49.684,6,-36.5,5.369127517,2.806666667,-0.93,1.4,original
165,A431,MTT,TiO2,72,0.72,42.256,6,-36.5,5.369127517,2.806666667,-0.93,1.4,original
166,A431,MTT,TiO2,72,1,42.586,6,-36.5,5.369127517,2.806666667,-0.93,1.4,original
167,A431,NRU,TiO2,72,0.036,108.98,12.5,-7.455,5.369127517,2.806666667,-0.93,1.4,original
168,A431,NRU,TiO2,72,0.072,106.23,549,5.635,5.369127517,2.806666667,-0.93,1.4,original
169,A431,NRU,TiO2,72,0.18,102.5,1073.5,-9.6,5.369127517,2.806666667,-0.93,1.4,original
170,A431,NRU,TiO2,72,0.36,90.126,208.35,37.85,5.369127517,2.806666667,-0.93,1.4,original
171,A431,NRU,TiO2,72,0.72,63.619,717.5,28.4,5.369127517,2.806666667,-0.93,1.4,original
172,A431,NRU,TiO2,72,1,47.518,6,-36.5,5.369127517,2.806666667,-0.93,1.4,original
173,A431,NRU,TiO2,72,0.036,101.35,717.5,28.4,5.369127517,2.806666667,-0.93,1.4,original
174,A431,NRU,TiO2,72,0.072,91.689,165.25,5.5,5.369127517,2.806666667,-0.93,1.4,original
175,A431,NRU,TiO2,72,0.18,67.636,400.5,-4.55,5.369127517,2.806666667,-0.93,1.4,original
176,A431,NRU,TiO2,72,0.36,41.527,6,-36.5,5.369127517,2.806666667,-0.93,1.4,original
177,A431,NRU,TiO2,72,0.72,27.959,5,-10.33,5.369127517,2.806666667,-0.93,1.4,original
178,A431,NRU,TiO2,72,1,28.37,5,-10.33,5.369127517,2.806666667,-0.93,1.4,original
179,A431,NRU,TiO2,72,25,88.973,15,-25,5.369127517,2.806666667,-0.93,1.4,original
180,A431,NRU,TiO2,72,50,76.933,15,-25,5.369127517,2.806666667,-0.93,1.4,original
181,A431,NRU,TiO2,72,100,59.949,15,-25,5.369127517,2.806666667,-0.93,1.4,original
182,MG-63,MTT,Au,24,200,113.35,289.76,-28,0,2.54,1.692,1.35,original
183,MG-63,MTT,Au,24,500,128.05,289.76,-28,0,2.54,1.692,1.35,original
184,MG-63,MTT,Au,24,50,94.523,578.27,8,0,2.54,1.692,1.35,original
185,MG-63,MTT,Au,24,100,69.258,578.27,8,0,2.54,1.692,1.35,original
186,MG-63,MTT,Au,24,200,42.933,578.27,8,0,2.54,1.692,1.35,original
187,MG-63,MTT,Au,24,500,40.636,578.27,8,0,2.54,1.692,1.35,original
188,MG-63,MTT,Au,24,50,88.508,345.2,-13,0,2.54,1.692,1.35,original
189,MG-63,MTT,Au,24,100,36.878,345.2,-13,0,2.54,1.692,1.35,original
190,MG-63,MTT,Au,24,200,34.305,345.2,-13,0,2.54,1.692,1.35,original
191,SHSY5Y,MTT,TiO2,24,500,28.473,345.2,-13,5.369127517,2.806666667,-0.93,1.4,original
192,SHSY5Y,MTT,TiO2,48,50,97.485,289.76,-28,5.369127517,2.806666667,-0.93,1.4,original
193,SHSY5Y,MTT,TiO2,48,100,110.44,289.76,-28,5.369127517,2.806666667,-0.93,1.4,original
194,SHSY5Y,MTT,TiO2,48,200,108.12,289.76,-28,5.369127517,2.806666667,-0.93,1.4,original
195,THP-1,MTT,TiO2,48,500,107.74,289.76,-28,5.369127517,2.806666667,-0.93,1.4,original
196,THP-1,MTT,TiO2,48,50,96.82,578.27,8,5.369127517,2.806666667,-0.93,1.4,original
